"chr","gene_id","gene_name","start","end","transcript","exon","cds"
"1","ENSG00000179051","RCC2",17406760,17439677,3,27,24
"1","ENSG00000215895","HSPA5P1",38708931,38710890,1,1,0
"1","ENSG00000231868","",6443034,6447006,1,3,0
"1","ENSG00000284650","",37133489,37136146,1,2,0
"1","ENSG00000237329","",31036734,31037240,1,1,0
"1","ENSG00000236948","",5561709,5668295,2,5,0
"1","ENSG00000270850","",32421979,32422319,1,1,0
"1","ENSG00000053372","MRTO4",19251805,19260128,3,14,8
"1","ENSG00000287510","",30731693,30733427,1,2,0
"1","ENSG00000126067","PSMB2",35599541,35641526,3,16,9
"1","ENSG00000274944","",38864501,38881617,4,21,7
"1","ENSG00000066136","NFYC",40691648,40771603,24,170,126
"1","ENSG00000132906","CASP9",15490832,15526534,11,72,54
"1","ENSG00000286668","",40939294,40945524,1,2,0
"1","ENSG00000197312","DDI2",15617458,15669044,6,30,15
"1","ENSG00000284748","",37596126,37607336,1,2,0
"1","ENSG00000272078","",10639241,10654333,1,2,0
"1","ENSG00000173660","UQCRH",46303698,46316776,5,17,11
"1","ENSG00000224592","MIR3659HG",38047314,38119025,2,9,0
"1","ENSG00000233728","",37799720,37800879,1,2,0
"1","ENSG00000230451","RPS29P6",37330852,37330996,1,1,0
"1","ENSG00000215893","RPL23AP17",41098638,41099136,1,1,0
"1","ENSG00000231606","",14221887,14304445,2,7,0
"1","ENSG00000215900","SELENOWP1",31094987,31095558,1,2,0
"1","ENSG00000092847","AGO1",35869808,35930532,5,93,77
"1","ENSG00000284632","",38754216,38815979,3,9,0
"1","ENSG00000204510","PRAMEF7",12916610,12920482,2,7,6
"1","ENSG00000241014","GPR199P",34975699,34978706,2,4,0
"1","ENSG00000054118","THRAP3",36224432,36305357,4,44,31
"1","ENSG00000254553","",32465057,32600792,1,10,5
"1","ENSG00000230415","LINC01786",1275223,1280420,2,5,0
"1","ENSG00000177181","RIMKLA",42380792,42424232,2,10,8
"1","ENSG00000284653","",18015712,18045612,1,4,0
"1","ENSG00000237749","",37556247,37556499,1,1,0
"1","ENSG00000224863","LINC01398",46446600,46451317,4,13,0
"1","ENSG00000276747","PADI6",17372196,17401699,1,16,16
"1","ENSG00000284705","",36703953,36710582,1,2,0
"1","ENSG00000287828","",3313052,3323149,1,2,0
"1","ENSG00000228776","",42140635,42141391,1,2,0
"1","ENSG00000236009","",21415898,21417492,2,6,0
"1","ENSG00000228526","MIR34AHG",9148011,9198906,4,7,0
"1","ENSG00000159339","PADI4",17308195,17364004,5,31,20
"1","ENSG00000284678","LINC02811",39801414,39817460,1,4,0
"1","ENSG00000162373","BEND5",48727519,48776969,6,21,6
"1","ENSG00000223814","",47761132,47765547,1,2,0
"1","ENSG00000197982","C1orf122",37806979,37809454,4,10,7
"1","ENSG00000225158","HSPE1P24",10895761,10895998,1,1,0
"1","ENSG00000261781","LINC01654",18065657,18074412,1,3,0
"1","ENSG00000183317","EPHA10",37713880,37765133,11,116,69
"1","ENSG00000250894","PRAMEF31P",13245863,13248652,1,3,0
"1","ENSG00000232022","FAAHP1",46432129,46482493,7,34,0
"1","ENSG00000183386","FHL3",37996770,38005606,5,23,5
"1","ENSG00000284743","",20478779,20480397,1,2,0
"1","ENSG00000229528","",40863914,40876670,1,3,0
"1","ENSG00000158315","RHBDL2",38885807,38941830,3,19,16
"1","ENSG00000232514","",48497263,48497736,1,1,0
"1","ENSG00000229213","",39795843,39795996,1,1,0
"1","ENSG00000243749","TMEM35B",34981535,34985353,1,3,3
"1","ENSG00000204084","INPP5B",37860697,37947057,11,135,112
"1","ENSG00000286064","",19260521,19262307,1,2,0
"1","ENSG00000235358","",41242373,41284861,4,11,0
"1","ENSG00000186973","FAM183A",43145153,43156396,6,21,14
"1","ENSG00000233118","UBE2V1P8",40942251,40942515,1,1,0
"1","ENSG00000271806","",2141084,2145279,1,1,0
"1","ENSG00000142698","C1orf94",34166883,34219131,2,14,13
"1","ENSG00000272084","",19072110,19075511,1,1,0
"1","ENSG00000146463","ZMYM4",35268709,35422058,6,69,55
"1","ENSG00000279214","",48262230,48263179,1,1,0
"1","ENSG00000183520","UTP11",38009258,38024820,4,22,8
"1","ENSG00000271164","CFAP97P1",35873270,35873752,1,1,0
"1","ENSG00000090686","USP48",21678298,21783606,15,143,121
"1","ENSG00000085998","POMGNT1",46188682,46220305,10,94,49
"1","ENSG00000271741","",34981533,35031741,1,17,15
"1","ENSG00000226957","",46046818,46048368,1,2,0
"1","ENSG00000211454","AKR7L",19265982,19274194,4,22,20
"1","ENSG00000214141","ACTN4P2",37776670,37779418,1,2,0
"1","ENSG00000142686","C1orf216",35713877,35718894,3,7,1
"1","ENSG00000224751","SHMT1P1",43850300,43851611,1,1,0
"1","ENSG00000286597","",48926021,48936734,1,2,0
"1","ENSG00000279096","",48102068,48104736,2,2,0
"1","ENSG00000227857","",46134531,46139081,1,2,0
"1","ENSG00000213987","",41264550,41264862,1,1,0
"1","ENSG00000117148","ACTL8",17755333,17827063,2,5,4
"1","ENSG00000230585","PHBP12",50780340,50781150,1,1,0
"1","ENSG00000127125","PPCS",42456117,42473385,8,20,10
"1","ENSG00000197429","IPP",45694324,45750653,4,24,17
"1","ENSG00000117000","RLF",40161387,40240921,1,8,8
"1","ENSG00000284989","",43650149,43931014,1,26,5
"1","ENSG00000178585","CTNNBIP1",9848276,9910336,4,21,12
"1","ENSG00000231630","",2814432,2814998,1,2,0
"1","ENSG00000092853","CLSPN",35720218,35769978,6,106,99
"1","ENSG00000255811","",34761426,34788097,1,2,0
"1","ENSG00000236253","SLC25A3P1",53413149,53440020,6,12,0
"1","ENSG00000198754","OXCT2",39769523,39771348,1,1,1
"1","ENSG00000134697","GNL2",37566816,37595937,9,40,21
"1","ENSG00000187513","GJA4",34792999,34795747,2,4,2
"1","ENSG00000278139","P3R3URF-PIK3R3",46043661,46176488,1,10,10
"1","ENSG00000238145","TUBAP8",46891639,46892830,1,1,0
"1","ENSG00000225142","",31108188,31108623,1,1,0
"1","ENSG00000230138","LINC02812",53366656,53368245,2,5,0
"1","ENSG00000230116","RPS3AP11",42491739,42492493,1,1,0
"1","ENSG00000223390","",52033391,52044279,1,2,0
"1","ENSG00000285823","LINC02793",25041136,25047404,2,5,0
"1","ENSG00000284720","",36768122,36769725,1,2,0
"1","ENSG00000225028","",47818066,47820237,1,2,0
"1","ENSG00000286640","",41302932,41306148,4,7,0
"1","ENSG00000225671","FCF1P6",50405430,50406024,1,1,0
"1","ENSG00000116151","MORN1",2321253,2391707,11,67,38
"1","ENSG00000226147","TUBBP10",52994726,52996026,1,1,0
"1","ENSG00000182873","PRKCZ-AS1",2181794,2184389,2,5,0
"1","ENSG00000286518","",3367815,3373928,1,2,0
"1","ENSG00000178715","",15828232,15828669,1,1,0
"1","ENSG00000284641","",20476222,20478937,2,4,0
"1","ENSG00000006555","TTC22",54779712,54801323,5,22,17
"1","ENSG00000236111","",45781277,45781957,1,1,0
"1","ENSG00000066056","TIE1",43300982,43323108,10,55,31
"1","ENSG00000214114","MYCBP",38862493,38873368,4,17,8
"1","ENSG00000173436","MICOS10",19484403,19629821,11,43,9
"1","ENSG00000116544","DLGAP3",34865436,34929650,3,25,20
"1","ENSG00000231900","GOT2P1",55367466,55368774,1,1,0
"1","ENSG00000236723","",53209783,53213775,2,5,0
"1","ENSG00000204060","FOXO6",41361922,41383590,2,5,3
"1","ENSG00000232467","TMA16P2",45846994,45847594,1,1,0
"1","ENSG00000186094","AGBL4",48532854,50023954,6,48,45
"1","ENSG00000117016","RIMS3",40620680,40665682,2,16,12
"1","ENSG00000270241","",34276859,34277292,1,1,0
"1","ENSG00000121310","ECHDC2",52895910,52927212,26,148,42
"1","ENSG00000169213","RAB3B",51907956,51990700,1,5,4
"1","ENSG00000229846","",49025595,49187585,1,4,0
"1","ENSG00000163866","SMIM12",34712737,34859755,6,16,7
"1","ENSG00000225779","",46370586,46370955,1,1,0
"1","ENSG00000236546","MYCL-AS1",39897745,39899098,1,2,0
"1","ENSG00000233114","",46104950,46105175,1,1,0
"1","ENSG00000228436","",38859912,38965038,5,13,0
"1","ENSG00000284601","",54974900,54980464,4,15,0
"1","ENSG00000049249","TNFRSF9",7915871,7943165,5,30,23
"1","ENSG00000284719","",39799422,39809450,2,6,0
"1","ENSG00000237130","MRPS6P2",50846468,50846837,1,1,0
"1","ENSG00000171793","CTPS1",40979688,41012565,18,252,120
"1","ENSG00000116990","MYCL",39895426,39902256,4,9,8
"1","ENSG00000143001","TMEM61",54980628,54992288,1,3,3
"1","ENSG00000229716","RPL23AP19",8831007,8831375,1,1,0
"1","ENSG00000236876","TMSB4XP1",42500205,42500339,1,1,0
"1","ENSG00000226133","LINC02794",48050659,48091736,3,13,0
"1","ENSG00000227416","",37782457,37782885,1,1,0
"1","ENSG00000232335","",35739389,35743576,1,2,0
"1","ENSG00000260971","",56154545,56477687,24,83,0
"1","ENSG00000274386","TMEM269",42785007,42816619,4,27,16
"1","ENSG00000259832","CYP4A26P",46967679,46967874,1,1,0
"1","ENSG00000284696","LINC02808",50229662,50321192,9,29,0
"1","ENSG00000238242","LINC02778",60114875,60149784,2,8,0
"1","ENSG00000285839","",52020153,52033350,1,7,1
"1","ENSG00000237290","LINC01343",38209034,38214806,2,8,0
"1","ENSG00000232762","",53304536,53307462,1,6,0
"1","ENSG00000117419","ERI3",44221070,44355260,10,60,48
"1","ENSG00000162384","CZIB",53214099,53220634,7,30,8
"1","ENSG00000162391","FAM151A",54609181,54623556,2,15,15
"1","ENSG00000174348","PODN",53062052,53085501,9,66,45
"1","ENSG00000154198","CYP4Z2P",46843095,46900437,2,24,0
"1","ENSG00000117859","OSBPL9",51577179,51798427,27,352,212
"1","ENSG00000228121","PHBP3",58999676,59000494,1,1,0
"1","ENSG00000253313","C1orf210",43281877,43285617,2,6,4
"1","ENSG00000040487","SLC66A1",19312326,19329300,6,46,30
"1","ENSG00000162396","PARS2",54756898,54764523,1,2,1
"1","ENSG00000203995","ZYG11A",52842511,52894998,3,41,36
"1","ENSG00000227742","CALR4P",51561866,51594897,4,24,0
"1","ENSG00000117713","ARID1A",26693236,26782104,17,157,129
"1","ENSG00000230114","AGBL4-AS1",49257411,49269285,1,4,0
"1","ENSG00000177868","SVBP",42807052,42817397,3,9,4
"1","ENSG00000284686","",56173433,56524495,5,24,14
"1","ENSG00000162378","ZYG11B",52726453,52827336,2,28,25
"1","ENSG00000233079","LINC01755",55868254,55950119,3,9,0
"1","ENSG00000162599","NFIA",60865259,61462788,22,190,139
"1","ENSG00000259818","",53220663,53224253,1,1,0
"1","ENSG00000229444","ST3GAL3-AS1",43709392,43727343,1,4,0
"1","ENSG00000240563","L1TD1",62194849,62212328,1,4,2
"1","ENSG00000234318","",62896009,62901639,1,2,0
"1","ENSG00000284773","",34974356,34985313,1,2,2
"1","ENSG00000234481","",36769812,36775768,2,5,0
"1","ENSG00000117862","TXNDC12",52020131,52055191,5,23,13
"1","ENSG00000162551","ALPL",21509397,21578410,7,58,45
"1","ENSG00000235612","",56145721,56155224,1,3,0
"1","ENSG00000228369","TXNDC12-AS1",52050918,52052683,1,3,0
"1","ENSG00000183431","SF3A3",37956975,37990075,8,56,17
"1","ENSG00000227485","",63024207,63025658,1,2,0
"1","ENSG00000224609","FGGY-DT",59131932,59296491,13,40,0
"1","ENSG00000235545","",62688482,62710694,1,2,0
"1","ENSG00000236646","LAMTOR5P1",62038842,62039111,1,1,0
"1","ENSG00000169174","PCSK9",55039447,55064852,6,46,31
"1","ENSG00000288527","",53441268,53441346,1,1,0
"1","ENSG00000231252","",60659631,60868009,8,63,0
"1","ENSG00000232198","MTCO2P34",55372710,55373316,1,1,0
"1","ENSG00000236180","",42570970,42571390,1,1,0
"1","ENSG00000231622","RPS29P7",65154480,65154650,1,1,0
"1","ENSG00000238063","LINC01685",38474825,38516520,16,45,0
"1","ENSG00000235804","",65077413,65078131,1,2,0
"1","ENSG00000227104","PIGQP1",55938714,55939280,1,2,0
"1","ENSG00000243725","TTC4",54715861,54742657,4,25,10
"1","ENSG00000116985","BMP8B",39757182,39788865,1,7,7
"1","ENSG00000134716","CYP2J2",59893308,59926773,5,45,26
"1","ENSG00000171872","KLF17",44118821,44135140,2,8,6
"1","ENSG00000162407","PLPP3",56494761,56645301,5,18,6
"1","ENSG00000285079","",65703962,65714847,1,3,0
"1","ENSG00000169218","RSPO1",37611350,37634892,4,28,19
"1","ENSG00000163877","SNIP1",37534449,37554293,4,13,7
"1","ENSG00000228929","RPS13P2",52772194,52772648,1,1,0
"1","ENSG00000224570","",65576129,65578380,1,2,0
"1","ENSG00000224980","RPL23AP85",56585612,56586242,1,2,0
"1","ENSG00000185031","SLC2A3P2",64984608,64986087,1,1,0
"1","ENSG00000278967","",62607766,62609584,1,1,0
"1","ENSG00000157184","CPT2",53196792,53214197,12,49,38
"1","ENSG00000272491","",48227888,48229561,1,1,0
"1","ENSG00000198815","FOXJ3",42176539,42335877,9,82,74
"1","ENSG00000134744","TUT4",52408282,52553487,21,192,137
"1","ENSG00000226883","",59754747,59789182,1,2,0
"1","ENSG00000162437","RAVER2",64745095,64833232,3,32,30
"1","ENSG00000233910","GTF2F2P2",40593633,40594353,1,1,0
"1","ENSG00000287703","",34640157,34685732,1,2,0
"1","ENSG00000283039","KLF18",44137821,44141631,1,2,2
"1","ENSG00000229032","",51980473,51980814,1,1,0
"1","ENSG00000229294","",65279456,65306521,1,2,0
"1","ENSG00000184292","TACSTD2",58575433,58577252,1,1,1
"1","ENSG00000187140","FOXD3",63322567,63325128,1,1,1
"1","ENSG00000226754","",53238550,53246482,3,9,0
"1","ENSG00000228431","ARL5AP3",68049360,68049745,1,1,0
"1","ENSG00000279324","",49994318,49996218,1,1,0
"1","ENSG00000232993","",53069938,53085502,1,2,0
"1","ENSG00000234088","RPS15AP7",62190522,62190926,1,1,0
"1","ENSG00000186409","CCDC30",42463221,42657190,57,554,301
"1","ENSG00000236973","GAPDHP51",51707138,51708137,1,1,0
"1","ENSG00000162595","DIRAS3",68045886,68051631,2,6,2
"1","ENSG00000227947","LINC01738",47688463,47704029,1,3,0
"1","ENSG00000277397","",53180921,53186900,1,2,0
"1","ENSG00000271200","PATJ-DT",61741998,61742424,1,1,0
"1","ENSG00000235446","LINC02791",69215835,69249477,2,6,0
"1","ENSG00000261196","CYP4A43P",46994382,46994502,1,1,0
"1","ENSG00000224209","LINC00466",63159083,63317274,33,248,0
"1","ENSG00000171357","LURAP1",46203334,46221256,1,2,2
"1","ENSG00000237853","NFIA-AS1",61248945,61253510,7,22,0
"1","ENSG00000162385","MAGOH",53226900,53238518,4,15,9
"1","ENSG00000231413","",48078787,48082196,1,2,0
"1","ENSG00000234264","DEPDC1-AS1",68496676,68538627,1,3,0
"1","ENSG00000242391","",52881216,52881730,1,2,0
"1","ENSG00000086015","MAST2",45786987,46036122,11,123,95
"1","ENSG00000223883","LINC01707",69055838,69229607,7,36,0
"1","ENSG00000284808","",61481087,61533271,1,3,0
"1","ENSG00000184588","PDE4B",65792514,66374579,18,120,88
"1","ENSG00000242267","SKINT1L",48096092,48182428,4,16,0
"1","ENSG00000237227","",62208136,62208442,1,1,0
"1","ENSG00000117472","TSPAN1",46175073,46185962,9,50,7
"1","ENSG00000275350","",38383838,38384422,1,1,0
"1","ENSG00000116652","DLEU2L",63547082,63550636,1,1,0
"1","ENSG00000203605","",63139250,63163153,1,3,0
"1","ENSG00000123080","CDKN2C",50960745,50974634,3,9,6
"1","ENSG00000177452","",63788721,63789304,1,1,0
"1","ENSG00000285778","",73787370,73915340,3,9,0
"1","ENSG00000077549","CAPZB",19338775,19485539,15,107,59
"1","ENSG00000233407","",50206084,50223127,1,2,0
"1","ENSG00000225675","LINC01771",53328233,53336509,1,3,0
"1","ENSG00000237622","ELOCP18",68375327,68375663,1,1,0
"1","ENSG00000162598","C1orf87",59987269,60073770,5,35,18
"1","ENSG00000280317","",72979014,72979314,1,1,0
"1","ENSG00000162415","ZSWIM5",45016399,45306209,2,17,14
"1","ENSG00000229133","RPS7P4",68242474,68243055,1,1,0
"1","ENSG00000185483","ROR1",63774017,64181498,4,30,23
"1","ENSG00000162600","OMA1",58415384,58546802,11,51,29
"1","ENSG00000116704","SLC35D1",66999350,67054148,1,12,12
"1","ENSG00000225623","AGBL4-IT1",49374201,49472085,1,4,0
"1","ENSG00000261213","",75122518,75123927,1,1,0
"1","ENSG00000227644","HIGD1AP11",53073110,53073389,1,1,0
"1","ENSG00000157193","LRP8",53242364,53328469,36,453,316
"1","ENSG00000116205","TCEANC2",54053584,54112519,5,21,13
"1","ENSG00000198841","KTI12",52032103,52033810,1,1,1
"1","ENSG00000116212","LRRC42",53946085,53968168,5,30,19
"1","ENSG00000234204","PIGPP2",62189131,62189953,1,2,0
"1","ENSG00000116729","WLS",68098473,68233120,14,85,60
"1","ENSG00000224127","",75127830,75133058,1,2,0
"1","ENSG00000233099","",77346046,77349585,1,2,0
"1","ENSG00000233994","GDI2P2",72274552,72275159,1,1,0
"1","ENSG00000237180","CYP46A4P",48089368,48089634,1,1,0
"1","ENSG00000223956","LINC01767",56414935,56417137,7,20,0
"1","ENSG00000213561","",78043383,78044148,1,1,0
"1","ENSG00000234496","MRPS21P1",65092392,65092614,1,1,0
"1","ENSG00000233973","LINC01360",73305609,73355253,17,55,0
"1","ENSG00000237552","LINC02567",76758124,76779267,1,3,0
"1","ENSG00000132854","KANK4",62236165,62319434,4,30,27
"1","ENSG00000227556","",78317157,78317263,1,1,0
"1","ENSG00000162616","DNAJB4",77979175,78017964,6,17,5
"1","ENSG00000271355","",47483698,47484162,1,1,0
"1","ENSG00000162607","USP1",62436297,62451804,4,26,22
"1","ENSG00000233602","ERI3-IT1",44243408,44244273,1,2,0
"1","ENSG00000233271","",54980950,54992274,1,2,0
"1","ENSG00000285954","",53344031,53365473,1,4,0
"1","ENSG00000233333","RNFT1P2",78170481,78171237,1,1,0
"1","ENSG00000154027","AK5",77282019,77559966,13,70,38
"1","ENSG00000234108","",80495903,80496233,1,1,0
"1","ENSG00000232676","ADH5P2",79521080,79522203,1,1,0
"1","ENSG00000225167","TXNP2",68514375,68514669,1,1,0
"1","ENSG00000132122","SPATA6",48295373,48472208,11,84,54
"1","ENSG00000213579","",75582099,75582555,1,1,0
"1","ENSG00000137960","GIPC2",77979542,78138444,2,9,6
"1","ENSG00000227288","ARID3BP1",81501794,81503468,1,1,0
"1","ENSG00000237852","",65486406,65494188,1,2,0
"1","ENSG00000116745","RPE65",68428822,68449954,1,14,14
"1","ENSG00000132855","ANGPTL3",62597520,62606313,3,12,7
"1","ENSG00000285407","",68679202,68943452,3,11,0
"1","ENSG00000272506","",65003470,65004087,1,1,0
"1","ENSG00000172380","GNG12",67701475,67833467,2,6,2
"1","ENSG00000286429","",63487957,63508204,1,2,0
"1","ENSG00000272855","",76636877,76637339,1,1,0
"1","ENSG00000270549","",62530636,62530873,1,1,0
"1","ENSG00000237163","",62905180,62905482,1,1,0
"1","ENSG00000234184","LINC01781",80535755,80646791,4,13,0
"1","ENSG00000229636","KRT8P21",73104792,73106282,1,1,0
"1","ENSG00000116675","DNAJC6",65248219,65415871,8,84,68
"1","ENSG00000224149","",75129974,75132576,1,2,0
"1","ENSG00000162433","AK4",65147549,65232145,8,43,19
"1","ENSG00000213625","LEPROT",65420587,65436007,6,22,18
"1","ENSG00000085999","RAD54L",46246461,46278480,21,177,102
"1","ENSG00000227207","RPL31P12",72301472,72301829,1,1,0
"1","ENSG00000227016","LINC02796",72765031,72791282,1,7,0
"1","ENSG00000236200","KDM4A-AS1",43685123,43708138,7,26,0
"1","ENSG00000233664","NDUFS5P3",52709122,52709442,1,1,0
"1","ENSG00000237928","NFIA-AS2",60912675,61056885,5,23,0
"1","ENSG00000158966","CACHD1",64470129,64693058,6,136,79
"1","ENSG00000284882","",84574129,84583620,2,6,0
"1","ENSG00000213703","",62641122,62641667,1,1,0
"1","ENSG00000203965","EFCAB7",63523372,63572693,6,35,13
"1","ENSG00000223479","LINC02238",73635216,73715214,2,5,0
"1","ENSG00000234953","",81513880,81557702,1,4,0
"1","ENSG00000233674","",43743471,43743741,1,1,0
"1","ENSG00000153898","MCOLN2",84925583,84997113,6,57,33
"1","ENSG00000233290","",82212413,82848205,6,27,0
"1","ENSG00000117069","ST6GALNAC5",76867480,77067546,5,18,9
"1","ENSG00000229943","",74963314,74965118,1,2,0
"1","ENSG00000187048","CYP4A11",46929177,46941484,9,84,75
"1","ENSG00000286918","",58546168,58563897,1,2,0
"1","ENSG00000228734","",63249920,63251771,1,2,0
"1","ENSG00000125703","ATG4C",62784132,62865516,5,37,33
"1","ENSG00000228056","CFL1P3",63843196,63843685,1,1,0
"1","ENSG00000285041","",68633701,68640425,1,3,0
"1","ENSG00000185839","",58630841,58631530,1,1,0
"1","ENSG00000285808","LINC02797",72793104,72854475,1,8,0
"1","ENSG00000236676","",81585941,81625713,1,3,0
"1","ENSG00000275678","",67121605,67123956,1,1,0
"1","ENSG00000229440","",68381441,68381657,1,1,0
"1","ENSG00000234144","COX6CP13",65298755,65298980,1,1,0
"1","ENSG00000226891","LINC01359",64972225,65002489,21,130,0
"1","ENSG00000213540","TXN2P1",84085741,84086233,1,1,0
"1","ENSG00000277670","",80124004,80124361,1,2,0
"1","ENSG00000227466","PDE4B-AS1",66042500,66050718,1,3,0
"1","ENSG00000154007","ASB17",75918873,75932404,1,3,3
"1","ENSG00000225242","COX6B1P7",68282388,68282622,1,1,0
"1","ENSG00000230498","",77081984,77086402,1,3,0
"1","ENSG00000229554","RPL21P24",47497894,47498341,1,1,0
"1","ENSG00000285851","",84498350,84556688,1,3,0
"1","ENSG00000285782","",83397555,83425353,1,8,0
"1","ENSG00000162618","ADGRL4",78889764,79282124,17,159,103
"1","ENSG00000224493","",75521562,75522231,1,1,0
"1","ENSG00000131233","GJA9",38874069,38881587,2,3,2
"1","ENSG00000272371","",52554818,52555273,1,1,0
"1","ENSG00000287647","",77431314,77437604,1,2,0
"1","ENSG00000229225","",63078081,63079031,1,2,0
"1","ENSG00000230863","",75641178,75724049,3,8,0
"1","ENSG00000234383","CTBP2P8",68161761,68163090,1,1,0
"1","ENSG00000271576","PRKACB-DT",84076331,84077931,1,1,0
"1","ENSG00000213560","",78091499,78092054,1,1,0
"1","ENSG00000153936","HS2ST1",86914635,87109982,3,17,15
"1","ENSG00000267734","",86932199,86934891,1,2,0
"1","ENSG00000287224","",61588049,61589904,1,2,0
"1","ENSG00000225598","",80373364,80374621,1,2,0
"1","ENSG00000227883","ATP6V0E1P4",47550196,47550753,1,2,0
"1","ENSG00000174021","GNG5",84498325,84506581,3,10,4
"1","ENSG00000084072","PPIE",39692182,39763914,15,118,61
"1","ENSG00000286455","",63011197,63018614,1,5,0
"1","ENSG00000225087","",72636547,72899240,10,41,0
"1","ENSG00000224986","PPP1R8P1",48325080,48326123,1,1,0
"1","ENSG00000285374","",84607099,84610697,1,3,0
"1","ENSG00000180488","MIGA1",77779624,77879539,9,133,123
"1","ENSG00000280378","",54033126,54034880,1,1,0
"1","ENSG00000286863","",72283170,72753772,6,30,0
"1","ENSG00000016490","CLCA1",86468368,86500259,2,29,28
"1","ENSG00000233595","MTND2P29",50017092,50017503,1,1,0
"1","ENSG00000188786","MTF1",37809574,37859592,2,13,10
"1","ENSG00000117151","CTBS",84549611,84574480,4,26,9
"1","ENSG00000162434","JAK1",64833229,65067754,21,368,256
"1","ENSG00000230053","",88498309,88498676,1,1,0
