"gene_id","pathway_id","gene_name","pathway_name"
3948,"hsa00640","LDHC","Propanoate metabolism"
39,"hsa00640","ACAT2","Propanoate metabolism"
38,"hsa00640","ACAT1","Propanoate metabolism"
39,"hsa00650","ACAT2","Butanoate metabolism"
38,"hsa00650","ACAT1","Butanoate metabolism"
3033,"hsa00650","HADH","Butanoate metabolism"
3030,"hsa00650","HADHA","Butanoate metabolism"
1962,"hsa00650","EHHADH","Butanoate metabolism"
1892,"hsa00650","ECHS1","Butanoate metabolism"
35,"hsa00650","ACADS","Butanoate metabolism"
116285,"hsa00650","ACSM1","Butanoate metabolism"
123876,"hsa00650","ACSM2A","Butanoate metabolism"
341392,"hsa00650","ACSM4","Butanoate metabolism"
54988,"hsa00650","ACSM5","Butanoate metabolism"
6296,"hsa00650","ACSM3","Butanoate metabolism"
348158,"hsa00650","ACSM2B","Butanoate metabolism"
142827,"hsa00650","ACSM6","Butanoate metabolism"
79944,"hsa00650","L2HGDH","Butanoate metabolism"
2571,"hsa00650","GAD1","Butanoate metabolism"
2572,"hsa00650","GAD2","Butanoate metabolism"
18,"hsa00650","ABAT","Butanoate metabolism"
7915,"hsa00650","ALDH5A1","Butanoate metabolism"
3157,"hsa00650","HMGCS1","Butanoate metabolism"
3158,"hsa00650","HMGCS2","Butanoate metabolism"
3155,"hsa00650","HMGCL","Butanoate metabolism"
54511,"hsa00650","HMGCLL1","Butanoate metabolism"
5019,"hsa00650","OXCT1","Butanoate metabolism"
64064,"hsa00650","OXCT2","Butanoate metabolism"
65985,"hsa00650","AACS","Butanoate metabolism"
622,"hsa00650","BDH1","Butanoate metabolism"
56898,"hsa00650","BDH2","Butanoate metabolism"
730249,"00660","ACOD1","C5-Branched dibasic acid metabolism"
5289,"hsa00562","PIK3C3","Inositol phosphate metabolism"
4534,"hsa00562","MTM1","Inositol phosphate metabolism"
8776,"hsa00562","MTMR1","Inositol phosphate metabolism"
8898,"hsa00562","MTMR2","Inositol phosphate metabolism"
8897,"hsa00562","MTMR3","Inositol phosphate metabolism"
9110,"hsa00562","MTMR4","Inositol phosphate metabolism"
55613,"hsa00562","MTMR8","Inositol phosphate metabolism"
9107,"hsa00562","MTMR6","Inositol phosphate metabolism"
9108,"hsa00562","MTMR7","Inositol phosphate metabolism"
64419,"hsa00562","MTMR14","Inositol phosphate metabolism"
5297,"hsa00562","PI4KA","Inositol phosphate metabolism"
5298,"hsa00562","PI4KB","Inositol phosphate metabolism"
55361,"hsa00562","PI4K2A","Inositol phosphate metabolism"
55300,"hsa00562","PI4K2B","Inositol phosphate metabolism"
22908,"hsa00562","SACM1L","Inositol phosphate metabolism"
22876,"hsa00562","INPP5F","Inositol phosphate metabolism"
23396,"hsa00562","PIP5K1C","Inositol phosphate metabolism"
8394,"hsa00562","PIP5K1A","Inositol phosphate metabolism"
8395,"hsa00562","PIP5K1B","Inositol phosphate metabolism"
138429,"hsa00562","PIP5KL1","Inositol phosphate metabolism"
4952,"hsa00562","OCRL","Inositol phosphate metabolism"
3633,"hsa00562","INPP5B","Inositol phosphate metabolism"
56623,"hsa00562","INPP5E","Inositol phosphate metabolism"
8867,"hsa00562","SYNJ1","Inositol phosphate metabolism"
8871,"hsa00562","SYNJ2","Inositol phosphate metabolism"
5290,"hsa00562","PIK3CA","Inositol phosphate metabolism"
5293,"hsa00562","PIK3CD","Inositol phosphate metabolism"
5291,"hsa00562","PIK3CB","Inositol phosphate metabolism"
5294,"hsa00562","PIK3CG","Inositol phosphate metabolism"
5728,"hsa00562","PTEN","Inositol phosphate metabolism"
3635,"hsa00562","INPP5D","Inositol phosphate metabolism"
3636,"hsa00562","INPPL1","Inositol phosphate metabolism"
5288,"hsa00562","PIK3C2G","Inositol phosphate metabolism"
5286,"hsa00562","PIK3C2A","Inositol phosphate metabolism"
5287,"hsa00562","PIK3C2B","Inositol phosphate metabolism"
3631,"hsa00562","INPP4A","Inositol phosphate metabolism"
8821,"hsa00562","INPP4B","Inositol phosphate metabolism"
200576,"hsa00562","PIKFYVE","Inositol phosphate metabolism"
9896,"hsa00562","FIG4","Inositol phosphate metabolism"
79837,"hsa00562","PIP4K2C","Inositol phosphate metabolism"
5305,"hsa00562","PIP4K2A","Inositol phosphate metabolism"
8396,"hsa00562","PIP4K2B","Inositol phosphate metabolism"
23236,"hsa00562","PLCB1","Inositol phosphate metabolism"
5330,"hsa00562","PLCB2","Inositol phosphate metabolism"
5331,"hsa00562","PLCB3","Inositol phosphate metabolism"
5332,"hsa00562","PLCB4","Inositol phosphate metabolism"
5333,"hsa00562","PLCD1","Inositol phosphate metabolism"
113026,"hsa00562","PLCD3","Inositol phosphate metabolism"
84812,"hsa00562","PLCD4","Inositol phosphate metabolism"
51196,"hsa00562","PLCE1","Inositol phosphate metabolism"
5335,"hsa00562","PLCG1","Inositol phosphate metabolism"
5336,"hsa00562","PLCG2","Inositol phosphate metabolism"
89869,"hsa00562","PLCZ1","Inositol phosphate metabolism"
23007,"hsa00562","PLCH1","Inositol phosphate metabolism"
9651,"hsa00562","PLCH2","Inositol phosphate metabolism"
3613,"hsa00562","IMPA2","Inositol phosphate metabolism"
3612,"hsa00562","IMPA1","Inositol phosphate metabolism"
10423,"hsa00562","CDIPT","Inositol phosphate metabolism"
51477,"hsa00562","ISYNA1","Inositol phosphate metabolism"
3628,"hsa00562","INPP1","Inositol phosphate metabolism"
3632,"hsa00562","INPP5A","Inositol phosphate metabolism"
51763,"hsa00562","INPP5K","Inositol phosphate metabolism"
27124,"hsa00562","INPP5J","Inositol phosphate metabolism"
9562,"hsa00562","MINPP1","Inositol phosphate metabolism"
3707,"hsa00562","ITPKB","Inositol phosphate metabolism"
3706,"hsa00562","ITPKA","Inositol phosphate metabolism"
80271,"hsa00562","ITPKC","Inositol phosphate metabolism"
3705,"hsa00562","ITPK1","Inositol phosphate metabolism"
253430,"hsa00562","IPMK","Inositol phosphate metabolism"
64768,"hsa00562","IPPK","Inositol phosphate metabolism"
55586,"hsa00562","MIOX","Inositol phosphate metabolism"
4329,"hsa00562","ALDH6A1","Inositol phosphate metabolism"
7167,"hsa00562","TPI1","Inositol phosphate metabolism"
4535,"hsa00190","ND1","Oxidative phosphorylation"
4536,"hsa00190","ND2","Oxidative phosphorylation"
4537,"hsa00190","ND3","Oxidative phosphorylation"
4538,"hsa00190","ND4","Oxidative phosphorylation"
4539,"hsa00190","ND4L","Oxidative phosphorylation"
4540,"hsa00190","ND5","Oxidative phosphorylation"
4541,"hsa00190","ND6","Oxidative phosphorylation"
4719,"hsa00190","NDUFS1","Oxidative phosphorylation"
4720,"hsa00190","NDUFS2","Oxidative phosphorylation"
4722,"hsa00190","NDUFS3","Oxidative phosphorylation"
4724,"hsa00190","NDUFS4","Oxidative phosphorylation"
4725,"hsa00190","NDUFS5","Oxidative phosphorylation"
4726,"hsa00190","NDUFS6","Oxidative phosphorylation"
374291,"hsa00190","NDUFS7","Oxidative phosphorylation"
4728,"hsa00190","NDUFS8","Oxidative phosphorylation"
4723,"hsa00190","NDUFV1","Oxidative phosphorylation"
4729,"hsa00190","NDUFV2","Oxidative phosphorylation"
4731,"hsa00190","NDUFV3","Oxidative phosphorylation"
4694,"hsa00190","NDUFA1","Oxidative phosphorylation"
4695,"hsa00190","NDUFA2","Oxidative phosphorylation"
4696,"hsa00190","NDUFA3","Oxidative phosphorylation"
4697,"hsa00190","NDUFA4","Oxidative phosphorylation"
56901,"hsa00190","NDUFA4L2","Oxidative phosphorylation"
4698,"hsa00190","NDUFA5","Oxidative phosphorylation"
4700,"hsa00190","NDUFA6","Oxidative phosphorylation"
4701,"hsa00190","NDUFA7","Oxidative phosphorylation"
4702,"hsa00190","NDUFA8","Oxidative phosphorylation"
4704,"hsa00190","NDUFA9","Oxidative phosphorylation"
4705,"hsa00190","NDUFA10","Oxidative phosphorylation"
4706,"hsa00190","NDUFAB1","Oxidative phosphorylation"
126328,"hsa00190","NDUFA11","Oxidative phosphorylation"
55967,"hsa00190","NDUFA12","Oxidative phosphorylation"
51079,"hsa00190","NDUFA13","Oxidative phosphorylation"
4707,"hsa00190","NDUFB1","Oxidative phosphorylation"
4708,"hsa00190","NDUFB2","Oxidative phosphorylation"
4709,"hsa00190","NDUFB3","Oxidative phosphorylation"
4710,"hsa00190","NDUFB4","Oxidative phosphorylation"
4711,"hsa00190","NDUFB5","Oxidative phosphorylation"
4712,"hsa00190","NDUFB6","Oxidative phosphorylation"
4713,"hsa00190","NDUFB7","Oxidative phosphorylation"
4714,"hsa00190","NDUFB8","Oxidative phosphorylation"
4715,"hsa00190","NDUFB9","Oxidative phosphorylation"
4716,"hsa00190","NDUFB10","Oxidative phosphorylation"
54539,"hsa00190","NDUFB11","Oxidative phosphorylation"
4717,"hsa00190","NDUFC1","Oxidative phosphorylation"
4718,"hsa00190","NDUFC2","Oxidative phosphorylation"
100532726,"hsa00190","NDUFC2-KCTD14","Oxidative phosphorylation"
6389,"hsa00190","SDHA","Oxidative phosphorylation"
6390,"hsa00190","SDHB","Oxidative phosphorylation"
6391,"hsa00190","SDHC","Oxidative phosphorylation"
6392,"hsa00190","SDHD","Oxidative phosphorylation"
7386,"hsa00190","UQCRFS1","Oxidative phosphorylation"
4519,"hsa00190","CYTB","Oxidative phosphorylation"
1537,"hsa00190","CYC1","Oxidative phosphorylation"
7384,"hsa00190","UQCRC1","Oxidative phosphorylation"
7385,"hsa00190","UQCRC2","Oxidative phosphorylation"
7388,"hsa00190","UQCRH","Oxidative phosphorylation"
440567,"hsa00190","UQCRHL","Oxidative phosphorylation"
7381,"hsa00190","UQCRB","Oxidative phosphorylation"
27089,"hsa00190","UQCRQ","Oxidative phosphorylation"
29796,"hsa00190","UQCR10","Oxidative phosphorylation"
10975,"hsa00190","UQCR11","Oxidative phosphorylation"
1352,"hsa00190","COX10","Oxidative phosphorylation"
4514,"hsa00190","COX3","Oxidative phosphorylation"
4512,"hsa00190","COX1","Oxidative phosphorylation"
4513,"hsa00190","COX2","Oxidative phosphorylation"
84701,"hsa00190","COX4I2","Oxidative phosphorylation"
1327,"hsa00190","COX4I1","Oxidative phosphorylation"
9377,"hsa00190","COX5A","Oxidative phosphorylation"
1329,"hsa00190","COX5B","Oxidative phosphorylation"
1337,"hsa00190","COX6A1","Oxidative phosphorylation"
1339,"hsa00190","COX6A2","Oxidative phosphorylation"
1340,"hsa00190","COX6B1","Oxidative phosphorylation"
125965,"hsa00190","COX6B2","Oxidative phosphorylation"
1345,"hsa00190","COX6C","Oxidative phosphorylation"
1346,"hsa00190","COX7A1","Oxidative phosphorylation"
1347,"hsa00190","COX7A2","Oxidative phosphorylation"
9167,"hsa00190","COX7A2L","Oxidative phosphorylation"
1349,"hsa00190","COX7B","Oxidative phosphorylation"
170712,"hsa00190","COX7B2","Oxidative phosphorylation"
1350,"hsa00190","COX7C","Oxidative phosphorylation"
341947,"hsa00190","COX8C","Oxidative phosphorylation"
1351,"hsa00190","COX8A","Oxidative phosphorylation"
1353,"hsa00190","COX11","Oxidative phosphorylation"
1355,"hsa00190","COX15","Oxidative phosphorylation"
10063,"hsa00190","COX17","Oxidative phosphorylation"
54205,"hsa00190","CYCS","Oxidative phosphorylation"
498,"hsa00190","ATP5F1A","Oxidative phosphorylation"
506,"hsa00190","ATP5F1B","Oxidative phosphorylation"
509,"hsa00190","ATP5F1C","Oxidative phosphorylation"
513,"hsa00190","ATP5F1D","Oxidative phosphorylation"
514,"hsa00190","ATP5F1E","Oxidative phosphorylation"
539,"hsa00190","ATP5PO","Oxidative phosphorylation"
4508,"hsa00190","ATP6","Oxidative phosphorylation"
515,"hsa00190","ATP5PB","Oxidative phosphorylation"
516,"hsa00190","ATP5MC1","Oxidative phosphorylation"
517,"hsa00190","ATP5MC2","Oxidative phosphorylation"
518,"hsa00190","ATP5MC3","Oxidative phosphorylation"
10476,"hsa00190","ATP5PD","Oxidative phosphorylation"
521,"hsa00190","ATP5ME","Oxidative phosphorylation"
9551,"hsa00190","ATP5MF","Oxidative phosphorylation"
10632,"hsa00190","ATP5MG","Oxidative phosphorylation"
522,"hsa00190","ATP5PF","Oxidative phosphorylation"
4509,"hsa00190","ATP8","Oxidative phosphorylation"
523,"hsa00190","ATP6V1A","Oxidative phosphorylation"
525,"hsa00190","ATP6V1B1","Oxidative phosphorylation"
526,"hsa00190","ATP6V1B2","Oxidative phosphorylation"
245973,"hsa00190","ATP6V1C2","Oxidative phosphorylation"
528,"hsa00190","ATP6V1C1","Oxidative phosphorylation"
51382,"hsa00190","ATP6V1D","Oxidative phosphorylation"
90423,"hsa00190","ATP6V1E2","Oxidative phosphorylation"
529,"hsa00190","ATP6V1E1","Oxidative phosphorylation"
9296,"hsa00190","ATP6V1F","Oxidative phosphorylation"
9550,"hsa00190","ATP6V1G1","Oxidative phosphorylation"
127124,"hsa00190","ATP6V1G3","Oxidative phosphorylation"
534,"hsa00190","ATP6V1G2","Oxidative phosphorylation"
51606,"hsa00190","ATP6V1H","Oxidative phosphorylation"
10312,"hsa00190","TCIRG1","Oxidative phosphorylation"
23545,"hsa00190","ATP6V0A2","Oxidative phosphorylation"
50617,"hsa00190","ATP6V0A4","Oxidative phosphorylation"
535,"hsa00190","ATP6V0A1","Oxidative phosphorylation"
527,"hsa00190","ATP6V0C","Oxidative phosphorylation"
533,"hsa00190","ATP6V0B","Oxidative phosphorylation"
9114,"hsa00190","ATP6V0D1","Oxidative phosphorylation"
245972,"hsa00190","ATP6V0D2","Oxidative phosphorylation"
8992,"hsa00190","ATP6V0E1","Oxidative phosphorylation"
155066,"hsa00190","ATP6V0E2","Oxidative phosphorylation"
537,"hsa00190","ATP6AP1","Oxidative phosphorylation"
495,"hsa00190","ATP4A","Oxidative phosphorylation"
496,"hsa00190","ATP4B","Oxidative phosphorylation"
479,"hsa00190","ATP12A","Oxidative phosphorylation"
27068,"hsa00190","PPA2","Oxidative phosphorylation"
5464,"hsa00190","PPA1","Oxidative phosphorylation"
64077,"hsa00190","LHPP","Oxidative phosphorylation"
2747,"hsa00910","GLUD2","Nitrogen metabolism"
2746,"hsa00910","GLUD1","Nitrogen metabolism"
2752,"hsa00910","GLUL","Nitrogen metabolism"
1373,"hsa00910","CPS1","Nitrogen metabolism"
377677,"hsa00910","CA13","Nitrogen metabolism"
759,"hsa00910","CA1","Nitrogen metabolism"
765,"hsa00910","CA6","Nitrogen metabolism"
766,"hsa00910","CA7","Nitrogen metabolism"
771,"hsa00910","CA12","Nitrogen metabolism"
11238,"hsa00910","CA5B","Nitrogen metabolism"
23632,"hsa00910","CA14","Nitrogen metabolism"
768,"hsa00910","CA9","Nitrogen metabolism"
761,"hsa00910","CA3","Nitrogen metabolism"
763,"hsa00910","CA5A","Nitrogen metabolism"
767,"hsa00910","CA8","Nitrogen metabolism"
760,"hsa00910","CA2","Nitrogen metabolism"
762,"hsa00910","CA4","Nitrogen metabolism"
9060,"hsa00920","PAPSS2","Sulfur metabolism"
9061,"hsa00920","PAPSS1","Sulfur metabolism"
10380,"hsa00920","BPNT1","Sulfur metabolism"
54928,"hsa00920","BPNT2","Sulfur metabolism"
6821,"hsa00920","SUOX","Sulfur metabolism"
58472,"hsa00920","SQOR","Sulfur metabolism"
23474,"hsa00920","ETHE1","Sulfur metabolism"
4357,"hsa00920","MPST","Sulfur metabolism"
7263,"hsa00920","TST","Sulfur metabolism"
8991,"hsa00920","SELENBP1","Sulfur metabolism"
31,"hsa00061","ACACA","Fatty acid biosynthesis"
32,"hsa00061","ACACB","Fatty acid biosynthesis"
197322,"hsa00061","ACSF3","Fatty acid biosynthesis"
4706,"hsa00061","NDUFAB1","Fatty acid biosynthesis"
27349,"hsa00061","MCAT","Fatty acid biosynthesis"
2194,"hsa00061","FASN","Fatty acid biosynthesis"
54995,"hsa00061","OXSM","Fatty acid biosynthesis"
84869,"hsa00061","CBR4","Fatty acid biosynthesis"
7923,"hsa00061","HSD17B8","Fatty acid biosynthesis"
109703458,"hsa00061","HTD2","Fatty acid biosynthesis"
51102,"hsa00061","MECR","Fatty acid biosynthesis"
55301,"hsa00061","OLAH","Fatty acid biosynthesis"
23305,"hsa00061","ACSL6","Fatty acid biosynthesis"
2182,"hsa00061","ACSL4","Fatty acid biosynthesis"
2180,"hsa00061","ACSL1","Fatty acid biosynthesis"
51703,"hsa00061","ACSL5","Fatty acid biosynthesis"
2181,"hsa00061","ACSL3","Fatty acid biosynthesis"
23205,"hsa00061","ACSBG1","Fatty acid biosynthesis"
81616,"hsa00061","ACSBG2","Fatty acid biosynthesis"
10449,"hsa00062","ACAA2","Fatty acid elongation"
3032,"hsa00062","HADHB","Fatty acid elongation"
3033,"hsa00062","HADH","Fatty acid elongation"
3030,"hsa00062","HADHA","Fatty acid elongation"
1892,"hsa00062","ECHS1","Fatty acid elongation"
51102,"hsa00062","MECR","Fatty acid elongation"
5538,"hsa00062","PPT1","Fatty acid elongation"
9374,"hsa00062","PPT2","Fatty acid elongation"
64834,"hsa00062","ELOVL1","Fatty acid elongation"
54898,"hsa00062","ELOVL2","Fatty acid elongation"
83401,"hsa00062","ELOVL3","Fatty acid elongation"
6785,"hsa00062","ELOVL4","Fatty acid elongation"
60481,"hsa00062","ELOVL5","Fatty acid elongation"
79071,"hsa00062","ELOVL6","Fatty acid elongation"
79993,"hsa00062","ELOVL7","Fatty acid elongation"
51144,"hsa00062","HSD17B12","Fatty acid elongation"
201562,"hsa00062","HACD2","Fatty acid elongation"
9200,"hsa00062","HACD1","Fatty acid elongation"
401494,"hsa00062","HACD4","Fatty acid elongation"
51495,"hsa00062","HACD3","Fatty acid elongation"
9524,"hsa00062","TECR","Fatty acid elongation"
122970,"hsa00062","ACOT4","Fatty acid elongation"
10965,"hsa00062","ACOT2","Fatty acid elongation"
641371,"hsa00062","ACOT1","Fatty acid elongation"
11332,"hsa00062","ACOT7","Fatty acid elongation"
117145,"hsa00062","THEM4","Fatty acid elongation"
284486,"hsa00062","THEM5","Fatty acid elongation"
39,"hsa00071","ACAT2","Fatty acid degradation"
38,"hsa00071","ACAT1","Fatty acid degradation"
30,"hsa00071","ACAA1","Fatty acid degradation"
10449,"hsa00071","ACAA2","Fatty acid degradation"
3032,"hsa00071","HADHB","Fatty acid degradation"
3033,"hsa00071","HADH","Fatty acid degradation"
3030,"hsa00071","HADHA","Fatty acid degradation"
1962,"hsa00071","EHHADH","Fatty acid degradation"
1892,"hsa00071","ECHS1","Fatty acid degradation"
8310,"hsa00071","ACOX3","Fatty acid degradation"
51,"hsa00071","ACOX1","Fatty acid degradation"
35,"hsa00071","ACADS","Fatty acid degradation"
34,"hsa00071","ACADM","Fatty acid degradation"
33,"hsa00071","ACADL","Fatty acid degradation"
36,"hsa00071","ACADSB","Fatty acid degradation"
37,"hsa00071","ACADVL","Fatty acid degradation"
2639,"hsa00071","GCDH","Fatty acid degradation"
23305,"hsa00071","ACSL6","Fatty acid degradation"
2182,"hsa00071","ACSL4","Fatty acid degradation"
2180,"hsa00071","ACSL1","Fatty acid degradation"
51703,"hsa00071","ACSL5","Fatty acid degradation"
2181,"hsa00071","ACSL3","Fatty acid degradation"
23205,"hsa00071","ACSBG1","Fatty acid degradation"
81616,"hsa00071","ACSBG2","Fatty acid degradation"
1374,"hsa00071","CPT1A","Fatty acid degradation"
1375,"hsa00071","CPT1B","Fatty acid degradation"
126129,"hsa00071","CPT1C","Fatty acid degradation"
1376,"hsa00071","CPT2","Fatty acid degradation"
1632,"hsa00071","ECI1","Fatty acid degradation"
10455,"hsa00071","ECI2","Fatty acid degradation"
113612,"hsa00071","CYP2U1","Fatty acid degradation"
124,"hsa00071","ADH1A","Fatty acid degradation"
125,"hsa00071","ADH1B","Fatty acid degradation"
126,"hsa00071","ADH1C","Fatty acid degradation"
131,"hsa00071","ADH7","Fatty acid degradation"
127,"hsa00071","ADH4","Fatty acid degradation"
128,"hsa00071","ADH5","Fatty acid degradation"
130,"hsa00071","ADH6","Fatty acid degradation"
217,"hsa00071","ALDH2","Fatty acid degradation"
224,"hsa00071","ALDH3A2","Fatty acid degradation"
219,"hsa00071","ALDH1B1","Fatty acid degradation"
501,"hsa00071","ALDH7A1","Fatty acid degradation"
223,"hsa00071","ALDH9A1","Fatty acid degradation"
3157,"hsa00072","HMGCS1","Synthesis and degradation of ketone bodies"
3158,"hsa00072","HMGCS2","Synthesis and degradation of ketone bodies"
3155,"hsa00072","HMGCL","Synthesis and degradation of ketone bodies"
54511,"hsa00072","HMGCLL1","Synthesis and degradation of ketone bodies"
5019,"hsa00072","OXCT1","Synthesis and degradation of ketone bodies"
64064,"hsa00072","OXCT2","Synthesis and degradation of ketone bodies"
39,"hsa00072","ACAT2","Synthesis and degradation of ketone bodies"
38,"hsa00072","ACAT1","Synthesis and degradation of ketone bodies"
622,"hsa00072","BDH1","Synthesis and degradation of ketone bodies"
56898,"hsa00072","BDH2","Synthesis and degradation of ketone bodies"
55711,"00073","FAR2","Cutin, suberine and wax biosynthesis"
84188,"00073","FAR1","Cutin, suberine and wax biosynthesis"
2222,"hsa00100","FDFT1","Steroid biosynthesis"
6713,"hsa00100","SQLE","Steroid biosynthesis"
4047,"hsa00100","LSS","Steroid biosynthesis"
1595,"hsa00100","CYP51A1","Steroid biosynthesis"
7108,"hsa00100","TM7SF2","Steroid biosynthesis"
3930,"hsa00100","LBR","Steroid biosynthesis"
6307,"hsa00100","MSMO1","Steroid biosynthesis"
50814,"hsa00100","NSDHL","Steroid biosynthesis"
51478,"hsa00100","HSD17B7","Steroid biosynthesis"
10682,"hsa00100","EBP","Steroid biosynthesis"
